0 0 0
00:08:58   2   2
00:09:09   2   2
00:09:19   2   2
00:09:31   2   2
00:09:41   2   2
00:09:52   2   2
00:10:03   2   2
00:10:08   2   2
00:10:24   2   2
00:10:31   2   2
00:10:43   2   2
00:10:56   2   2
00:11:03   2   2
00:11:12   2   2
00:11:25   2   2
00:11:34   2   2
00:11:45   2   2
00:11:51   2   2
00:12:05   2   2
00:12:12   2   2
00:12:21   2   2
00:12:32   2   2
00:12:44   2   2
00:12:51   2   2
00:13:04   2   2
00:13:14   2   2
00:13:23   2   2
00:13:33   2   2
00:13:44   2   2
00:13:53   2   2
00:14:06   2   2
00:14:16   2   2
00:14:29   2   2
