0 0 0
23:56:21   30   24
23:56:30   43   41
23:56:39   44   44
23:56:50   45   44
23:57:00   48   46
23:57:10   45   45
23:57:20   45   44
23:57:30   44   43
23:57:40   44   43
23:57:50   44   43
23:58:00   45   44
23:58:10   45   45
23:58:19   45   44
23:58:30   44   43
23:58:40   44   43
23:58:50   44   43
23:59:00   45   44
23:59:10   45   44
23:59:20   45   45
23:59:30   45   44
23:59:39   45   44
23:59:50   44   43
00:00:00   45   44
00:00:10   45   45
00:00:20   45   44
00:00:30   45   44
00:00:40   45   44
00:00:50   44   44
00:01:00   44   44
00:01:10   45   44
00:01:20   45   42
00:01:29   45   43
00:01:40   45   44
