1,4930.4,2691.3,70267.86,37104.29,62887.35,5965.5,28824.4,77011.79,16923.2
2,4121.1,3760.2,87887.23,34932.3,82547.76,6072,31941.69,77470.92,20818.8
3,4126.2,3733.6,88313.62,38227.12,83639.27,6057.6,31762.4,77611.99,19158
4,4382.6,3770.2,87981.36,38692.1,85031.87,6072,30969,77765.18,19696
5,4367.4,3738,88836.76,38042.55,85110.41,6088.9,31778.6,77731.35,22282.4
6,4090.2,3767.4,89193.84,38604.85,83252.7,6076.8,32031.8,78030.25,22576
7,3925.4,3747.6,91292.16,38358.7,83561.97,6072.3,31281,77883.98,23290.8
8,4133.5,3715,89225.98,38260.84,83053.76,6051.7,32205.5,77426.79,23958.8
9,4035,3723.3,89809.46,38458.85,83284.28,6048,31590.1,77399.16,23874
10,4125.3,3763.3,91848.18,38666.19,84636.61,6078.7,30266.4,77108.67,23882.8
11,4438.6,3751.3,89415.63,38127.5,83703.22,6032.3,30151.5,77613.18,23901.2
12,4020.8,3748.4,87345.12,38471.8,84132.3,6048,32067.2,77832.88,23557.6
13,4023.6,3761.8,88879.91,35847.4,84002.01,6048.2,32078.5,75637.65,23342.4
14,4090.7,3770.3,87742.86,38357.8,84294.81,6025,31745.5,76025.42,23494
15,4475.9,3702.8,89215.78,36731.89,82746.56,6033.6,30987.3,75969.55,23141.8
16,4036.8,3707.6,88361.18,37127,84793.63,6048.3,30697.3,76387.35,23193.2
17,4027.5,3767.6,89311.59,36860.95,83769.63,6054.6,32252.9,74237.29,23213.6
18,4289.5,3754,89228.7,35523.9,85066.28,6059.4,31913.7,75641.25,23336.4
19,4277.19,3759.6,90361.91,37582.9,83026.72,6027.2,31479.5,77809.45,23241.2
20,4023.6,3750.8,89683.43,37996.05,83361.48,6060.8,31796.1,77021.38,23202
