0 0 0
23:26:00   749   402
23:26:10   1289   737
23:26:19   1364   829
23:26:30   1269   803
23:26:40   1281   806
23:26:50   1408   839
23:27:00   1246   761
23:27:09   1174   796
23:27:20   1292   805
23:27:30   1144   704
23:27:42   1220   732
23:27:50   1273   814
23:28:00   1277   782
23:28:12   1231   772
23:28:20   1304   796
23:28:30   1206   798
23:28:42   1218   762
23:28:50   1326   828
23:29:00   1173   798
23:29:10   1327   833
23:29:19   1283   782
23:29:30   1329   795
23:29:40   1219   782
23:29:50   1282   804
23:30:01   1328   801
23:30:10   1243   793
23:30:23   1161   775
23:30:32   1191   752
23:30:40   1340   828
23:30:53   1241   770
23:30:59   1271   783
23:31:11   1237   754
