0 0 0
22:59:17   526   293
22:59:27   899   546
22:59:36   1013   625
22:59:47   896   576
22:59:56   999   587
23:00:07   934   560
23:00:16   871   557
23:00:26   958   582
23:00:37   886   562
23:00:47   962   588
23:00:56   907   583
23:01:07   858   562
23:01:16   911   566
23:01:27   961   578
23:01:37   986   609
23:01:46   1004   604
23:01:57   868   570
23:02:07   851   554
23:02:16   986   572
23:02:27   914   580
23:02:37   879   589
23:02:47   968   600
23:02:57   938   569
23:03:06   891   552
23:03:17   833   576
23:03:27   972   573
23:03:37   874   549
23:03:46   852   554
23:03:57   811   558
23:04:07   971   580
23:04:17   974   584
23:04:27   753   462
