0 0 0
19:06:16   295   198
19:06:25   508   332
19:06:35   473   353
19:06:45   440   319
19:06:56   413   296
19:07:05   389   314
19:07:16   351   253
19:07:25   345   262
19:07:35   317   249
19:07:46   413   315
19:07:55   312   233
19:08:05   299   240
19:08:16   325   233
19:08:26   359   274
19:08:36   436   333
19:08:45   302   233
19:08:55   321   235
19:09:06   275   212
19:09:15   361   267
19:09:25   300   231
19:09:35   303   230
19:09:46   283   223
19:09:55   294   236
19:10:06   344   248
19:10:15   271   211
19:10:25   288   226
19:10:35   249   194
19:10:46   355   280
19:10:55   290   220
19:11:05   300   231
19:11:15   328   243
19:11:26   344   248
19:11:36   338   266
19:11:46   276   214
