0 0
192 231
364 304
255 248
304 210
311 273
385 182
269 192
255 262
255 164
290 10
325 423
423 98
301 154
182 196
276 381
252 203
535 231
276 101
399 56
406 133
420 185
297 14
304 255
280 189
178 227
168 133
304 196
413 227
224 175
276 56
203 185
220 245
287 234
287 343
21 10
