0 0 0
22:28:08   2   2
22:28:18   2   2
22:28:28   2   2
22:28:40   2   2
22:28:53   2   2
22:29:02   2   2
22:29:11   2   2
22:29:19   2   2
22:29:33   2   2
22:29:41   2   2
22:29:51   2   2
22:30:04   2   2
22:30:12   2   2
22:30:20   0   0
22:30:35   2   2
22:30:42   2   2
22:31:01   2   2
22:31:11   2   2
22:31:20   2   2
22:31:28   2   2
22:31:37   2   2
22:31:46   2   2
22:32:01   2   2
22:32:06   2   2
22:32:19   2   2
22:32:26   2   2
22:32:39   2   2
22:32:46   2   2
22:32:58   2   2
22:33:06   2   2
