0 0 0
23:08:14   611   383
23:08:35   2007   1296
23:08:51   1827   1337
23:08:55   1803   1282
23:09:06   1754   1185
23:09:27   1797   1192
23:09:43   1793   1233
23:09:48   1782   1188
23:10:01   1781   1185
23:10:07   1771   1169
23:10:17   1767   1169
23:10:28   1750   1175
23:10:37   1822   1277
23:10:47   2024   1423
23:11:09   1959   1390
23:11:13   1817   1340
23:11:23   1761   1237
23:11:33   1804   1228
23:11:44   1775   1207
23:11:58   1793   1210
23:12:03   1771   1201
23:12:13   1796   1211
23:12:29   1799   1201
23:12:33   1747   1163
23:12:43   1741   1159
23:13:05   1863   1371
23:13:09   1885   1394
23:13:20   1837   1359
23:13:34   1740   1275
23:13:40   1597   1168
