0 0 0
23:16:45   62   43
23:16:55   141   93
23:17:05   199   130
23:17:15   236   155
23:17:25   275   181
23:17:35   307   197
23:17:45   321   207
23:17:55   335   216
23:18:05   346   224
23:18:15   361   233
23:18:25   371   238
23:18:35   374   240
23:18:45   380   244
23:18:55   387   248
23:19:05   389   249
23:19:15   392   250
23:19:25   394   252
23:19:35   395   253
23:19:45   397   254
23:19:55   397   255
23:20:05   398   255
23:20:15   398   256
23:20:25   398   256
23:20:35   399   256
23:20:45   399   256
23:20:55   400   256
23:21:05   400   256
23:21:15   400   256
23:21:25   400   256
23:21:35   400   256
23:21:46   400   256
23:21:55   400   256
23:22:05   400   256
23:22:15   400   257
23:22:25   400   257
