0 0 0
22:12:36   103   60
22:12:47   103   60
22:12:55   103   60
22:13:05   103   60
22:13:19   103   60
22:13:26   103   60
22:13:40   103   60
22:13:45   103   60
22:13:55   103   60
22:14:05   103   60
22:14:15   103   60
22:14:26   103   60
22:14:36   103   60
22:14:45   103   60
22:14:58   103   60
22:15:07   103   60
22:15:15   103   60
22:15:25   103   60
22:15:35   103   60
22:15:45   103   60
22:15:56   103   60
22:16:06   103   60
22:16:15   103   60
22:16:26   103   60
22:16:35   103   60
22:16:46   103   60
22:17:05   79   37
22:17:09   85   38
22:17:20   85   38
22:17:29   89   40
22:17:40   89   40
22:17:49   89   40
22:17:59   85   39
22:18:09   85   39
