0 0 0
22:37:52   400   256
22:38:01   400   256
22:38:10   400   256
22:38:21   400   256
22:38:32   400   256
22:38:40   400   257
22:38:51   400   257
22:39:01   400   257
22:39:11   400   257
22:39:21   400   257
22:39:31   400   257
22:39:41   400   257
22:39:51   400   257
22:40:01   400   257
22:40:11   400   257
22:40:21   400   257
22:40:31   400   257
22:40:41   400   257
22:40:51   400   257
22:41:01   400   257
22:41:11   400   257
22:41:21   400   257
22:41:31   400   257
22:41:41   400   257
22:41:51   400   257
22:42:01   400   257
22:42:11   400   257
22:42:21   400   257
22:42:31   400   257
22:42:41   400   257
22:42:51   400   257
22:43:01   400   257
22:43:11   400   257
