5	536
5.02956	1072
5.04856	1608
5.06755	2144
5.08419	2680
5.08891	3216
5.10319	3752
5.10791	4288
5.11263	4824
5.12218	5360
5.1269	5896
5.13162	6432
5.13634	6968
5.14106	7504
5.14578	8040
5.1505	8576
5.15522	9112
5.15789	9648
5.16249	10184
5.16708	10720
5.17472	11256
5.18304	11792
5.19136	12328
5.19968	12864
5.208	13400
5.21632	13936
5.22464	14472
5.23296	15008
5.24128	15544
5.2496	16080
5.25792	16616
5.26624	17152
5.27456	17688
5.28288	18224
5.2912	18760
5.29952	19296
5.30784	19832
5.31616	20368
5.32448	20904
5.3328	21440
5.34112	21976
5.34944	22512
5.35776	23048
5.36608	23584
5.3744	24120
5.38272	24656
5.39104	25192
5.39936	25728
5.40768	26264
5.416	26800
5.42432	27336
5.43264	27872
5.44096	28408
5.44928	28944
5.4576	29480
5.46592	30016
5.47424	30552
5.48256	31088
5.49088	31624
5.4992	32160
5.50752	32696
5.51584	33232
5.52416	33768
5.53248	34304
5.5408	34840
5.54912	35376
5.55744	35912
5.56576	36448
5.57408	36984
5.5824	37520
5.59072	38056
5.59904	38592
5.60736	39128
5.61568	39664
5.624	40200
5.63232	40736
5.64064	41272
5.64896	41808
5.65728	42344
5.6656	42880
5.67392	43416
5.68224	43952
5.69056	44488
5.69888	45024
5.7072	45560
5.71552	46096
5.72384	46632
5.73216	47168
5.74048	47704
5.7488	48240
5.75712	48776
5.76544	49312
5.77376	49848
5.78208	50384
5.7904	50920
5.79872	51456
5.80704	51992
5.81536	52528
5.82368	53064
5.832	53600
5.84032	54136
5.84864	54672
5.85696	55208
5.86528	55744
5.8736	56280
5.88192	56816
5.89024	57352
5.89856	57888
5.90688	58424
5.9152	58960
5.92352	59496
5.93184	60032
5.94016	60568
5.94848	61104
5.9568	61640
5.96512	62176
5.97344	62712
5.98176	63248
5.99008	63784
5.9984	64320
6.00672	64856
6.01504	65392
6.02336	65928
6.03168	66464
6.04	67000
6.04832	67536
6.05664	68072
6.06496	68608
6.07328	69144
6.0816	69680
6.08992	70216
6.09824	70752
6.10656	71288
6.11488	71824
6.1232	72360
6.13152	72896
6.13984	73432
6.14816	73968
6.15648	74504
6.1648	75040
6.17312	75576
6.18144	76112
6.18976	76648
6.19808	77184
6.2064	77720
6.21472	78256
6.22304	78792
6.23136	79328
6.23968	79864
6.248	80400
6.25632	80936
6.26464	81472
6.27296	82008
6.28128	82544
6.2896	83080
6.29792	83616
6.30624	84152
6.31456	84688
6.32288	85224
6.3312	85760
6.33952	86296
6.34784	86832
6.35616	87368
6.36448	87904
6.3728	88440
6.38112	88976
6.38944	89512
6.39776	90048
6.40608	90584
6.4144	91120
6.42272	91656
6.43104	92192
6.43936	92728
6.44768	93264
6.456	93800
6.46432	94336
6.47264	94872
6.48096	95408
6.48928	95944
6.4976	96480
6.50592	97016
6.51424	97552
6.52256	98088
6.53088	98624
6.5392	99160
6.54752	99696
6.55584	100232
6.56416	100768
6.57248	101304
6.5808	101840
6.58912	102376
6.59744	102912
6.60576	103448
6.61408	103984
6.6224	104520
6.63072	105056
6.63904	105592
6.64736	106128
6.65568	106664
6.664	107200
6.67232	107736
6.68064	108272
6.68896	108808
6.69728	109344
6.7056	109880
6.71392	110416
6.72224	110952
6.73056	111488
6.73888	112024
6.7472	112560
6.75552	113096
6.76384	113632
6.77216	114168
6.78048	114704
6.7888	115240
6.79712	115776
6.80544	116312
6.81376	116848
6.82208	117384
6.8304	117920
6.83872	118456
6.84704	118992
6.85536	119528
6.86368	120064
6.872	120600
6.88032	121136
6.88864	121672
6.89696	122208
6.90528	122744
6.9136	123280
6.92192	123816
6.93024	124352
6.93856	124888
6.94688	125424
6.9552	125960
6.96352	126496
6.97184	127032
6.98016	127568
6.98848	128104
6.9968	128640
7.00512	129176
7.01344	129712
7.02176	130248
7.03008	130784
7.0384	131320
7.04672	131856
7.05504	132392
7.06336	132928
7.07168	133464
7.08	134000
7.08832	134536
7.09664	135072
7.10496	135608
7.11328	136144
7.1216	136680
7.12992	137216
7.13824	137752
7.14656	138288
7.15488	138824
7.1632	139360
7.17152	139896
7.17984	140432
7.18816	140968
7.19648	141504
7.2048	142040
7.21312	142576
7.22144	143112
7.22976	143648
7.23808	144184
7.2464	144720
7.25472	145256
7.26304	145792
7.27136	146328
7.27968	146864
7.288	147400
7.29632	147936
7.30464	148472
7.31296	149008
7.32128	149544
7.3296	150080
7.33792	150616
7.34624	151152
7.35456	151688
7.36288	152224
7.3712	152760
7.37952	153296
7.38784	153832
7.39616	154368
7.40448	154904
7.4128	155440
7.42112	155976
7.42944	156512
7.43776	157048
7.44608	157584
7.4544	158120
7.46272	158656
7.47104	159192
7.47936	159728
7.48768	160264
7.496	160800
7.50432	161336
7.51264	161872
7.52096	162408
7.52928	162944
7.5376	163480
7.54592	164016
7.55424	164552
7.56256	165088
7.57088	165624
7.5792	166160
7.58752	166696
7.59584	167232
7.60416	167768
7.61248	168304
7.6208	168840
7.62912	169376
7.63744	169912
7.64576	170448
7.65408	170984
7.6624	171520
7.67072	172056
7.67904	172592
7.68736	173128
7.69568	173664
7.704	174200
7.71232	174736
7.72064	175272
7.72896	175808
7.73728	176344
7.7456	176880
7.75392	177416
7.76224	177952
7.77056	178488
7.77888	179024
7.7872	179560
7.79552	180096
7.80384	180632
7.81216	181168
7.82048	181704
7.8288	182240
7.83712	182776
7.84544	183312
7.85376	183848
7.86208	184384
7.8704	184920
7.87872	185456
7.88704	185992
7.89536	186528
7.90368	187064
7.912	187600
7.92032	188136
7.92864	188672
7.93696	189208
7.94528	189744
7.9536	190280
7.96192	190816
7.97024	191352
7.97856	191888
7.98688	192424
7.9952	192960
8.00352	193496
8.01184	194032
8.02016	194568
8.02848	195104
8.0368	195640
8.04512	196176
8.05344	196712
8.06176	197248
8.07008	197784
8.0784	198320
8.08672	198856
8.09504	199392
8.10336	199928
8.11168	200464
8.12	201000
8.12832	201536
8.13664	202072
8.14496	202608
8.15328	203144
8.1616	203680
8.16992	204216
8.17824	204752
8.18656	205288
8.19488	205824
8.2032	206360
8.21152	206896
8.21984	207432
8.22816	207968
8.23648	208504
8.2448	209040
8.25312	209576
8.26144	210112
8.26976	210648
8.27808	211184
8.2864	211720
8.29472	212256
8.30304	212792
8.31136	213328
8.31968	213864
8.328	214400
8.33632	214936
8.34464	215472
8.35296	216008
8.36128	216544
8.3696	217080
8.37792	217616
8.38624	218152
8.39456	218688
8.40288	219224
8.4112	219760
8.41952	220296
8.42784	220832
8.43616	221368
8.44448	221904
8.4528	222440
8.46112	222976
8.46944	223512
8.47776	224048
8.48608	224584
8.4944	225120
8.50272	225656
8.51104	226192
8.51936	226728
8.52768	227264
8.536	227800
8.54432	228336
8.55264	228872
8.56096	229408
8.56928	229944
8.5776	230480
8.58592	231016
8.59424	231552
8.60256	232088
8.61088	232624
8.6192	233160
8.62752	233696
8.63584	234232
8.64416	234768
8.65248	235304
8.6608	235840
8.66912	236376
8.67744	236912
8.68576	237448
8.69408	237984
8.7024	238520
8.71072	239056
8.71904	239592
8.72736	240128
8.73568	240664
8.744	241200
8.75232	241736
8.76064	242272
8.76896	242808
8.77728	243344
8.7856	243880
8.79392	244416
8.80224	244952
8.81056	245488
8.81888	246024
8.8272	246560
8.83552	247096
8.84384	247632
8.85216	248168
8.86048	248704
8.8688	249240
8.87712	249776
8.88544	250312
8.89376	250848
8.90208	251384
8.9104	251920
8.91872	252456
8.92704	252992
8.93536	253528
8.94368	254064
8.952	254600
8.96032	255136
8.96864	255672
8.97696	256208
